Date : 2023-09-10 12:22:00
Directory : /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend
Total : 113 files,  642 codes, 41 comments, -511 blanks, all 172 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| ../frontend/conjuring_escaperoom_dashboard/src/components/PortableFinder/mediaPlayer                                                                                        |          5 |       -176 |          0 |        -35 |       -211 |
| ../frontend/conjuring_escaperoom_dashboard/src/components/PortableFinder/signal                                                                                             |          3 |       -208 |          0 |        -20 |       -228 |
| ../frontend/conjuring_escaperoom_dashboard/src/components/PortableFinder/signal (Files)                                                                                     |          1 |        -75 |          0 |         -5 |        -80 |
| ../frontend/conjuring_escaperoom_dashboard/src/components/PortableFinder/signal/signalFinder                                                                                |          1 |        -75 |          0 |         -9 |        -84 |
| ../frontend/conjuring_escaperoom_dashboard/src/components/PortableFinder/signal/signalMeter                                                                                 |          1 |        -58 |          0 |         -6 |        -64 |
| ../frontend/conjuring_escaperoom_dashboard/src/components/TagFinder                                                                                                         |          2 |        -40 |          0 |        -13 |        -53 |
| ../frontend/conjuring_escaperoom_dashboard/src/components/navigation                                                                                                        |          4 |        -91 |         -3 |        -20 |       -114 |
| ../frontend/conjuring_escaperoom_dashboard/src/configs                                                                                                                      |          1 |         -5 |          0 |         -2 |         -7 |
| ../frontend/conjuring_escaperoom_dashboard/src/pages                                                                                                                        |         11 |       -231 |         -5 |        -49 |       -285 |
| ../frontend/conjuring_escaperoom_dashboard/src/pages (Files)                                                                                                                |          9 |       -199 |         -3 |        -41 |       -243 |
| ../frontend/conjuring_escaperoom_dashboard/src/pages/api                                                                                                                    |          2 |        -32 |         -2 |         -8 |        -42 |
| ../frontend/conjuring_escaperoom_dashboard/src/redux                                                                                                                        |          4 |       -117 |        -17 |        -28 |       -162 |
| ../frontend/conjuring_escaperoom_dashboard/src/redux (Files)                                                                                                                |          1 |        -11 |         -2 |         -5 |        -18 |
| ../frontend/conjuring_escaperoom_dashboard/src/redux/reducers                                                                                                               |          3 |       -106 |        -15 |        -23 |       -144 |
| ../frontend/conjuring_escaperoom_dashboard/src/styles                                                                                                                       |          2 |        -24 |         -2 |         -4 |        -30 |
| ../frontend/conjuring_escaperoom_dashboard/src/utils                                                                                                                        |          1 |        -60 |          0 |        -15 |        -75 |
| config                                                                                                                                                                      |          2 |         16 |          0 |          8 |         24 |
| controllers                                                                                                                                                                 |          2 |        109 |          2 |         14 |        125 |
| dist                                                                                                                                                                        |         17 |        536 |         12 |         17 |        565 |
| dist (Files)                                                                                                                                                                |          1 |         52 |          3 |          1 |         56 |
| dist/config                                                                                                                                                                 |          2 |         19 |          0 |          2 |         21 |
| dist/controllers                                                                                                                                                            |          4 |        215 |          2 |          4 |        221 |
| dist/controllers (Files)                                                                                                                                                    |          3 |        155 |          2 |          3 |        160 |
| dist/controllers/cross                                                                                                                                                      |          1 |         60 |          0 |          1 |         61 |
| dist/middleware                                                                                                                                                             |          4 |        108 |          4 |          4 |        116 |
| dist/middleware (Files)                                                                                                                                                     |          1 |         31 |          0 |          1 |         32 |
| dist/middleware/filesystem                                                                                                                                                  |          3 |         77 |          4 |          3 |         84 |
| dist/models                                                                                                                                                                 |          2 |         64 |          0 |          2 |         66 |
| dist/models (Files)                                                                                                                                                         |          1 |         29 |          0 |          1 |         30 |
| dist/models/cross                                                                                                                                                           |          1 |         35 |          0 |          1 |         36 |
| dist/routes                                                                                                                                                                 |          2 |         19 |          0 |          2 |         21 |
| dist/routes (Files)                                                                                                                                                         |          1 |         17 |          0 |          1 |         18 |
| dist/routes/cross                                                                                                                                                           |          1 |          2 |          0 |          1 |          3 |
| dist/utils                                                                                                                                                                  |          2 |         59 |          3 |          2 |         64 |
| dist/utils (Files)                                                                                                                                                          |          1 |         13 |          0 |          1 |         14 |
| dist/utils/server                                                                                                                                                           |          1 |         46 |          3 |          1 |         50 |
| middleware                                                                                                                                                                  |          4 |         80 |          4 |         21 |        105 |
| middleware (Files)                                                                                                                                                          |          1 |         25 |          0 |          5 |         30 |
| middleware/filesystem                                                                                                                                                       |          3 |         55 |          4 |         16 |         75 |
| models                                                                                                                                                                      |          1 |         28 |          0 |          3 |         31 |
| routes                                                                                                                                                                      |          1 |         12 |          0 |          4 |         16 |
| utils                                                                                                                                                                       |          1 |          9 |          0 |          1 |         10 |
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                                                                                                    | language           | code       | comment    | blank      | total      |
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/.env                                                                                        | Properties         |         12 |          0 |          0 |         12 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/config/cors.ts                                                                              | TypeScript         |         10 |          0 |          4 |         14 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/config/database.ts                                                                          | TypeScript         |          6 |          0 |          4 |         10 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/controllers/crossController.ts                                                              | TypeScript         |        106 |          2 |         12 |        120 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/controllers/fileManager.ts                                                                  | TypeScript         |          3 |          0 |          2 |          5 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/config/cors.js                                                                         | JavaScript         |         11 |          0 |          1 |         12 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/config/database.js                                                                     | JavaScript         |          8 |          0 |          1 |          9 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/controllers/cross/crossController.js                                                   | JavaScript         |         60 |          0 |          1 |         61 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/controllers/crossController.js                                                         | JavaScript         |        125 |          2 |          1 |        128 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/controllers/dirFilesSender.js                                                          | JavaScript         |         15 |          0 |          1 |         16 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/controllers/fileManager.js                                                             | JavaScript         |         15 |          0 |          1 |         16 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/index.js                                                                               | JavaScript         |         52 |          3 |          1 |         56 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/middleware/filesystem/createDirectory.js                                               | JavaScript         |         18 |          3 |          1 |         22 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/middleware/filesystem/downloadFiles.js                                                 | JavaScript         |         39 |          1 |          1 |         41 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/middleware/filesystem/uploadFiles.js                                                   | JavaScript         |         20 |          0 |          1 |         21 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/middleware/saveToDB.js                                                                 | JavaScript         |         31 |          0 |          1 |         32 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/models/cross/crossModel.js                                                             | JavaScript         |         35 |          0 |          1 |         36 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/models/crossModel.js                                                                   | JavaScript         |         29 |          0 |          1 |         30 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/routes/cross/crossRouter.js                                                            | JavaScript         |          2 |          0 |          1 |          3 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/routes/crossRouter.js                                                                  | JavaScript         |         17 |          0 |          1 |         18 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/utils/date.js                                                                          | JavaScript         |         13 |          0 |          1 |         14 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/dist/utils/server/createDatabase.js                                                         | JavaScript         |         46 |          3 |          1 |         50 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/index.ts                                                                                    | TypeScript         |         35 |          3 |         17 |         55 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/middleware/filesystem/createDirectory.ts                                                    | TypeScript         |         14 |          3 |          6 |         23 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/middleware/filesystem/downloadFiles.ts                                                      | TypeScript         |         25 |          1 |          5 |         31 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/middleware/filesystem/uploadFiles.ts                                                        | TypeScript         |         16 |          0 |          5 |         21 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/middleware/saveToDB.ts                                                                      | TypeScript         |         25 |          0 |          5 |         30 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/models/crossModel.ts                                                                        | TypeScript         |         28 |          0 |          3 |         31 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/package-lock.json                                                                           | JSON               |      3,400 |          0 |          1 |      3,401 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/package.json                                                                                | JSON               |         40 |          0 |          1 |         41 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/routes/crossRouter.ts                                                                       | TypeScript         |         12 |          0 |          4 |         16 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/tsconfig.json                                                                               | JSON with Comments |         11 |         90 |          9 |        110 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/backend/utils/date.ts                                                                               | TypeScript         |          9 |          0 |          1 |         10 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/api/initiateRedux.ts                                    | TypeScript         |        -13 |          0 |         -1 |        -14 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/api/updateCross.ts                                      | TypeScript         |        -21 |          0 |         -1 |        -22 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/AbsoluteIconButton.tsx                       | TypeScript JSX     |        -36 |          0 |         -5 |        -41 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Button.tsx                                   | TypeScript JSX     |        -56 |          0 |        -11 |        -67 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Button/Button.tsx                            | TypeScript JSX     |        -56 |          0 |        -11 |        -67 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Button/ButtonGroup.tsx                       | TypeScript JSX     |          0 |          0 |         -1 |         -1 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Card/Card.tsx                                | TypeScript JSX     |        -52 |          0 |        -10 |        -62 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Card/CardImage.tsx                           | TypeScript JSX     |        -19 |          0 |         -5 |        -24 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Card/Cardbox.tsx                             | TypeScript JSX     |       -118 |         -3 |        -19 |       -140 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Card/Carousel.tsx                            | TypeScript JSX     |        -49 |         -1 |         -8 |        -58 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Card/Paragraph.tsx                           | TypeScript JSX     |        -12 |          0 |         -5 |        -17 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Card/Title.tsx                               | TypeScript JSX     |        -12 |          0 |         -4 |        -16 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/Cross.tsx                              | TypeScript JSX     |        -76 |          0 |        -11 |        -87 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/DeviceInfo.tsx                         | TypeScript JSX     |        -39 |          0 |         -5 |        -44 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/IDFields.tsx                           | TypeScript JSX     |       -126 |          0 |        -12 |       -138 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/Information.tsx                        | TypeScript JSX     |        -58 |         -2 |         -9 |        -69 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/LEDs.tsx                               | TypeScript JSX     |        -63 |          0 |        -12 |        -75 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/Relay.tsx                              | TypeScript JSX     |        -55 |          0 |         -9 |        -64 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/RelayFields.tsx                        | TypeScript JSX     |        -54 |          0 |        -14 |        -68 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/Sensitivity.tsx                        | TypeScript JSX     |        -55 |          0 |         -9 |        -64 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/SensitivityFields.tsx                  | TypeScript JSX     |        -53 |          0 |        -15 |        -68 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/SevenSegmentDisplay.tsx                | TypeScript JSX     |        -49 |          0 |         -9 |        -58 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/TimeFields.tsx                         | TypeScript JSX     |        -95 |         -1 |        -17 |       -113 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/index.tsx                              | TypeScript JSX     |        -55 |          0 |         -6 |        -61 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/sections/Actuator.tsx                  | TypeScript JSX     |        -63 |          0 |        -13 |        -76 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/sections/Scores.tsx                    | TypeScript JSX     |       -100 |          0 |        -15 |       -115 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/toolbars/Button.tsx                    | TypeScript JSX     |        -19 |          0 |         -6 |        -25 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/toolbars/LeftToolbar.tsx               | TypeScript JSX     |        -95 |          0 |         -8 |       -103 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/toolbars/RightToolbar.tsx              | TypeScript JSX     |        -31 |          0 |         -6 |        -37 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/toolbars/Section.tsx                   | TypeScript JSX     |        -37 |          0 |         -5 |        -42 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Cross/toolbars/Toolbar.tsx                   | TypeScript JSX     |        -17 |          0 |         -8 |        -25 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Divider.tsx                                  | TypeScript JSX     |        -11 |          0 |         -8 |        -19 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/DragDropFile.tsx                             | TypeScript JSX     |        -32 |        -35 |         -8 |        -75 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Form/Checkbox.tsx                            | TypeScript JSX     |        -74 |          0 |        -12 |        -86 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Form/Combobox.tsx                            | TypeScript JSX     |        -73 |          0 |         -8 |        -81 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Form/Counter.tsx                             | TypeScript JSX     |        -73 |          0 |        -11 |        -84 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Form/IconInput.tsx                           | TypeScript JSX     |        -36 |          0 |         -5 |        -41 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Form/Input.tsx                               | TypeScript JSX     |       -105 |          0 |        -11 |       -116 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Form/Range.tsx                               | TypeScript JSX     |        -35 |          0 |         -6 |        -41 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Form/SwitchButton.tsx                        | TypeScript JSX     |        -88 |          0 |        -11 |        -99 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Image.tsx                                    | TypeScript JSX     |        -14 |          0 |         -4 |        -18 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/List.tsx                                     | TypeScript JSX     |        -25 |          0 |         -4 |        -29 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Mediaplayer/Control.tsx                      | TypeScript JSX     |       -107 |          0 |        -17 |       -124 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Mediaplayer/Index.tsx                        | TypeScript JSX     |        -60 |          0 |        -14 |        -74 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Mediaplayer/Player.tsx                       | TypeScript JSX     |        -44 |          0 |        -10 |        -54 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/Mediaplayer/Playlist.tsx                     | TypeScript JSX     |       -308 |         -1 |        -16 |       -325 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/PortableFinder/Index.tsx                     | TypeScript JSX     |        -25 |          0 |         -6 |        -31 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/PortableFinder/mediaPlayer/Control.tsx       | TypeScript JSX     |        -54 |          0 |        -12 |        -66 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/PortableFinder/mediaPlayer/Explorer.tsx      | TypeScript JSX     |        -50 |          0 |         -8 |        -58 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/PortableFinder/mediaPlayer/Index.tsx         | TypeScript JSX     |        -26 |          0 |         -4 |        -30 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/PortableFinder/mediaPlayer/MediaItem.tsx     | TypeScript JSX     |        -37 |          0 |         -6 |        -43 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/PortableFinder/mediaPlayer/Zone.tsx          | TypeScript JSX     |         -9 |          0 |         -5 |        -14 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/PortableFinder/signal/Signal.tsx             | TypeScript JSX     |        -75 |          0 |         -5 |        -80 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/PortableFinder/signal/signalFinder/Index.tsx | TypeScript JSX     |        -75 |          0 |         -9 |        -84 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/PortableFinder/signal/signalMeter/Index.tsx  | TypeScript JSX     |        -58 |          0 |         -6 |        -64 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/TagFinder/Index.tsx                          | TypeScript JSX     |        -15 |          0 |         -7 |        -22 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/TagFinder/TagReader.tsx                      | TypeScript JSX     |        -25 |          0 |         -6 |        -31 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/navigation/Clock.tsx                         | TypeScript JSX     |        -31 |         -3 |         -7 |        -41 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/navigation/DarkModeToggle.tsx                | TypeScript JSX     |        -18 |          0 |         -2 |        -20 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/navigation/Links.tsx                         | TypeScript JSX     |        -30 |          0 |         -7 |        -37 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/components/navigation/Navbar.tsx                        | TypeScript JSX     |        -12 |          0 |         -4 |        -16 |
| /Users/mohammadkiyan/Documents/GitHub/ConjuringEscaperoom/src/Dashboard/frontend/conjuring_escaperoom_dashboard/src/configs/ip.ts                                           | TypeScript         |         -5 |          0 |         -2 |         -7 |
